date,campus,level,record_type,address,zip,status,violation_count,violations
2026-02-10,HEROD ELEMENTARY,Elementary,grease_trap,5627 JASON ST HOUSTON TX,77096,OPEN,0,
2026-02-10,HEROD ELEMENTARY,Elementary,inspection,5627 JASON ST HOUSTON TX,77096,OPEN,3,1 Houston Ordinance Violation: 20-21.03(a)(02) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 20-21.20(a)(03) (Violation) | 3 Houston Ordinance Violation: 20-21.21(b) (Violation)
2026-02-10,"HARRIS ELEMENTARY, JR.",Elementary,inspection,801 BROADWAY HOUSTON TX,77012,OPEN,0,
2026-02-10,"HARRIS ELEMENTARY, JR.",Elementary,inspection,801 BROADWAY HOUSTON TX,77012,OPEN,4,1 Houston Ordinance Violation: 20-21.10(a) (Violation Repeat) | 2 Houston Ordinance Violation: 20-21.22(a) (Violation) | 3 Houston Ordinance Violation: 20-21.23(a) (Violation) | 4 Houston Ordinance Violation: 20-21.28(a)(01) (Violation Repeat)
2026-02-10,"HARRIS ELEMENTARY, JR.",Elementary,grease_trap,801 BROADWAY HOUSTON TX,77012,OPEN,0,
2026-02-09,MARTIN ELEMENTARY SCHOOL,Elementary,inspection,11718 HENDON HOUSTON TX,77072,OPEN,0,
2026-02-09,MARTIN ELEMENTARY SCHOOL,Elementary,grease_trap,11718 HENDON HOUSTON TX,77072,OPEN,0,
2026-02-09,MARTIN ELEMENTARY SCHOOL,Elementary,inspection,11718 HENDON HOUSTON TX,77072,OPEN,0,
2026-02-09,JEAN HINES CALDWELL ELEMENTARY,Elementary,inspection,5515 W OREM HOUSTON TX,77085,OPEN,3,1 Houston Ordinance Violation: 20-21.18(d) (Violation) | 2 Houston Ordinance Violation: 20-21.19(d) (Violation) | 3 Houston Ordinance Violation: 20-21.19(b) (Violation)
2026-02-09,JEAN HINES CALDWELL ELEMENTARY,Elementary,inspection,5515 W OREM HOUSTON TX,77085,OPEN,5,1 Houston Ordinance Violation: 20-21.10(a) (Violation) | 2 Houston Ordinance Violation: 20-21.21(b) (Violation) | 3 Houston Ordinance Violation: 20-21.22(f) (Violation) | 4 Houston Ordinance Violation: 20-21.23(a) (Violation) | 5 Houston Ordinance Violation: 20-21.23(g) (Violation)
2026-02-09,JEAN HINES CALDWELL ELEMENTARY,Elementary,grease_trap,5515 W OREM HOUSTON TX,77085,OPEN,0,
2026-02-09,"HENDERSON ELEMENTARY, J.P.",Middle / Jr. High,inspection,1800 DISMUKE HOUSTON TX,77023,OPEN,1,1 Houston Ordinance Violation: 20-21.21(b) (Violation)
2026-02-09,"HENDERSON ELEMENTARY, J.P.",Middle / Jr. High,inspection,1800 DISMUKE HOUSTON TX,77023,OPEN,1,1 Houston Ordinance Violation: 20-21.23(a) (Violation)
2026-02-09,"HENDERSON ELEMENTARY, J.P.",Middle / Jr. High,grease_trap,1800 DISMUKE HOUSTON TX,77023,OPEN,0,
2026-02-09,CHANCELLOR ELEMENTARY SCHOOL,Elementary,inspection,4350 BOONE HOUSTON TX,77072,OPEN,0,
2026-02-09,CHANCELLOR ELEMENTARY SCHOOL,Elementary,inspection,4350 BOONE HOUSTON TX,77072,OPEN,0,
2026-02-09,CHANCELLOR ELEMENTARY SCHOOL,Elementary,grease_trap,4350 BOONE HOUSTON TX,77072,OPEN,0,
2026-02-06,DAILY ELEMENTARY,Elementary,inspection,12909 BRIAR FOREST DR HOUSTON TX,77077,OPEN,1,1 Houston Ordinance Violation: 20-21.11(a)(13) (Violation Corrected On Site)
2026-02-05,LIESTMANN ELEMENTARY SCHOOL,Elementary,inspection,7610 SYNOTT HOUSTON TX,77082,OPEN,0,
2026-02-05,LIESTMANN ELEMENTARY SCHOOL,Elementary,inspection,7610 SYNOTT HOUSTON TX,77082,OPEN,0,
2026-02-05,LIESTMANN ELEMENTARY SCHOOL,Elementary,grease_trap,7610 SYNOTT HOUSTON TX,77082,OPEN,0,
2026-02-05,LANDIS ELEMENTARY SCHOOL,Elementary,inspection,10255 SPICE LN HOUSTON TX,77072,OPEN,0,
2026-02-05,LANDIS ELEMENTARY SCHOOL,Elementary,inspection,10255 SPICE LN HOUSTON TX,77072,OPEN,0,
2026-02-05,LANDIS ELEMENTARY SCHOOL,Elementary,grease_trap,10255 SPICE LN HOUSTON TX,77072,OPEN,0,
2026-02-05,HOUSTON ACADEMY,Middle / Jr. High,inspection,8103 CARVER HOUSTON TX,77088,OPEN,3,1 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 2 Houston Ordinance Violation: 20-21.12(e)(08) (Violation Corrected On Site) | 3 Houston Ordinance Violation: 20-56(a) (Violation)
2026-02-05,HOUSTON ACADEMY,Middle / Jr. High,grease_trap,8103 CARVER HOUSTON TX,77088,OPEN,0,
2026-02-04,YOUENS ELEMENTARY SCHOOL,Elementary,inspection,12141 HIGH STAR HOUSTON TX,77072,OPEN,0,
2026-02-04,YOUENS ELEMENTARY SCHOOL,Elementary,grease_trap,12141 HIGH STAR HOUSTON TX,77072,OPEN,0,
2026-02-04,YOUENS ELEMENTARY SCHOOL,Elementary,inspection,12141 HIGH STAR HOUSTON TX,77072,OPEN,2,1 Houston Ordinance Violation: 20-21.03(c)(02) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 20-21.14(b)(02) (Violation Corrected On Site)
2026-02-04,SOUTHMAYD ELEM SCHOOL,Elementary,inspection,1800 CORAL HOUSTON TX,77012,OPEN,1,1 Houston Ordinance Violation: 20-21.21(b) (Violation)
2026-02-04,SOUTHMAYD ELEM SCHOOL,Elementary,inspection,1800 CORAL HOUSTON TX,77012,OPEN,0,
2026-02-04,SOUTHMAYD ELEM SCHOOL,Elementary,grease_trap,1800 CORAL HOUSTON TX,77012,OPEN,0,
2026-02-04,GARCIA ELEMENTARY SCHOOL,Elementary,inspection,9550 ALDINE WESTFIELD HOUSTON TX,77093,OPEN,4,1 Houston Ordinance Violation: 20-21.10(m) (Violation Repeat) | 2 Houston Ordinance Violation: 20-21.11(c)(03) (Violation Corrected On Site) | 3 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 4 Houston Ordinance Violation: 20-21.23(a) (Violation)
2026-02-04,GARCIA ELEMENTARY SCHOOL,Elementary,grease_trap,9550 ALDINE WESTFIELD HOUSTON TX,77093,OPEN,0,
2026-02-04,COLLINS ELEMENTARY SCHOOL,Elementary,inspection,9829 TOWN PARK HOUSTON TX,77036,OPEN,0,
2026-02-04,COLLINS ELEMENTARY SCHOOL,Elementary,grease_trap,9829 TOWN PARK HOUSTON TX,77036,OPEN,0,
2026-02-04,COLLINS ELEMENTARY SCHOOL,Elementary,inspection,9829 TOWN PARK HOUSTON TX,77036,OPEN,0,
2026-02-03,SHARPSTOWN  INTERNATIONAL,Middle / Jr. High,inspection,8330 TRIOLA HOUSTON TX,77036,OPEN,0,
2026-02-03,SHARPSTOWN  INTERNATIONAL,Middle / Jr. High,grease_trap,8330 TRIOLA HOUSTON TX,77036,OPEN,0,
2026-02-03,SHARPSTOWN  INTERNATIONAL,Middle / Jr. High,inspection,8330 TRIOLA HOUSTON TX,77036,OPEN,1,1 Houston Ordinance Violation: 20-21.11(a)(13) (Violation Corrected On Site)
2026-02-03,OLLE MIDDLE SCHOOL,Middle / Jr. High,grease_trap,9200 BOONE HOUSTON TX,77099,OPEN,1,1 Houston Ordinance Violation: 47-512(b) (Violation)
2026-02-03,OLLE MIDDLE SCHOOL,Middle / Jr. High,inspection,9200 BOONE HOUSTON TX,77099,OPEN,0,
2026-02-03,OLLE MIDDLE SCHOOL,Middle / Jr. High,inspection,9200 BOONE HOUSTON TX,77099,OPEN,1,1 Houston Ordinance Violation: 20-21.20(a)(03) (Violation)
2026-02-03,DAVILA ELEMENTARY,Elementary,inspection,7610 DAHLIA HOUSTON TX,77012,OPEN,1,1 Houston Ordinance Violation: 20-21.21(b) (Violation Repeat)
2026-02-03,DAVILA ELEMENTARY,Elementary,inspection,7610 DAHLIA HOUSTON TX,77012,OPEN,2,1 Houston Ordinance Violation: 20-21.10(a) (Violation Repeat) | 2 Houston Ordinance Violation: 20-21.22(a) (Violation Repeat)
2026-02-03,DAVILA ELEMENTARY,Elementary,grease_trap,7610 DAHLIA HOUSTON TX,77012,OPEN,0,
2026-02-03,BOONE ELEMENTARY SCHOOL,Elementary,grease_trap,11400 BISSONNET HOUSTON TX,77099,OPEN,1,1 Houston Ordinance Violation: 47-512(b) (Violation)
2026-02-03,BOONE ELEMENTARY SCHOOL,Elementary,inspection,11400 BISSONNET HOUSTON TX,77099,OPEN,0,
2026-02-03,BOONE ELEMENTARY SCHOOL,Elementary,inspection,11400 BISSONNET HOUSTON TX,77099,OPEN,0,
2026-02-02,SMITH ELEMENTARY SCHOOL,Elementary,inspection,11300 STANCLIFF HOUSTON TX,77099,OPEN,0,
2026-02-02,SMITH ELEMENTARY SCHOOL,Elementary,grease_trap,11300 STANCLIFF HOUSTON TX,77099,OPEN,0,
2026-02-02,SMITH ELEMENTARY SCHOOL,Elementary,inspection,11300 STANCLIFF HOUSTON TX,77099,OPEN,0,
2026-02-02,CARAWAY ELEMENTARY,Middle / Jr. High,inspection,3031 ELLINGTON HOUSTON TX,77088,OPEN,1,1 Houston Ordinance Violation: 20-21.11(a)(02) (Violation Corrected On Site)
2026-02-02,CARAWAY ELEMENTARY,Middle / Jr. High,grease_trap,3031 ELLINGTON HOUSTON TX,77088,OPEN,0,
2026-02-02,BETTY BEST ELEMENTARY SCHOOL,Elementary,inspection,10000 CENTRE PKWY HOUSTON TX,77036,OPEN,0,
2026-02-02,BETTY BEST ELEMENTARY SCHOOL,Elementary,grease_trap,10000 CENTRE PKWY HOUSTON TX,77036,OPEN,0,
2026-02-02,BETTY BEST ELEMENTARY SCHOOL,Elementary,inspection,10000 CENTRE PKWY HOUSTON TX,77036,OPEN,0,
2026-01-30,GLADYS BIRDWELL-HORN ELEMENTARY SCHOOL,Elementary,grease_trap,10734 BISSONNET ST HOUSTON TX,77099,OPEN,1,1 Houston Ordinance Violation: 47-512(b) (Violation)
2026-01-30,GLADYS BIRDWELL-HORN ELEMENTARY SCHOOL,Elementary,inspection,10734 BISSONNET ST HOUSTON TX,77099,OPEN,0,
2026-01-30,GLADYS BIRDWELL-HORN ELEMENTARY SCHOOL,Elementary,inspection,10734 BISSONNET ST HOUSTON TX,77099,OPEN,0,
2026-01-29,GROSS ELEMENTARY SCHOOL,Elementary,inspection,12583 S GESSNER HOUSTON TX,77071,OPEN,0,
2026-01-29,GROSS ELEMENTARY SCHOOL,Elementary,grease_trap,12583 S GESSNER HOUSTON TX,77071,OPEN,0,
2026-01-29,GROSS ELEMENTARY SCHOOL,Elementary,inspection,12583 S GESSNER HOUSTON TX,77071,OPEN,1,1 Houston Ordinance Violation: 20-21.03(c)(02) (Violation Corrected On Site)
2026-01-29,ANDERSON ACADEMY,Elementary,inspection,7401 WHEATLEY HOUSTON TX,77088,OPEN,3,1 Houston Ordinance Violation: 20-21.10(m) (Violation) | 2 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 3 Houston Ordinance Violation: 20-21.12(e)(08) (Violation Repeat)
2026-01-29,ANDERSON ACADEMY,Elementary,grease_trap,7401 WHEATLEY HOUSTON TX,77088,OPEN,0,
2026-01-28,SEMILLA'S PRE SCHOOL,Elementary,inspection,5226 ELM ST HOUSTON TX,77081,OPEN,0,
2026-01-28,SEMILLA'S PRE SCHOOL,Elementary,inspection,5226 ELM ST HOUSTON TX,77081,OPEN,13,1 Houston Ordinance Violation: 20-21.10(a) (Violation) | 2 Houston Ordinance Violation: 20-21.10(m) (Violation) | 3 Houston Ordinance Violation: 20-21.10(f) (Violation) | 4 Houston Ordinance Violation: 20-21.10(k)(02) (Violation) | 5 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 6 Houston Ordinance Violation: 20-21.15(c) (Violation Corrected On Site) | 7 Houston Ordinance Violation: 20-21.19(g) (Violation) | 8 Houston Ordinance Violation: 20-21.19(b) (Violation Corrected On Site) | 9 Houston Ordinance Violation: 20-21.19(c) (Violation) | 10 Houston Ordinance Violation: 20-21.23(a) (Violation) | 11 Houston Ordinance Violation: 20-26(c) (Violation) | 12 Houston Ordinance Violation: 21-244(b) (Violation) | 13 Houston Ordinance Violation: 21-244(a) (Violation)
2026-01-28,NEFF EARLY LEARNING CENTER,Elementary,inspection,8200 CARVEL HOUSTON TX,77036,OPEN,0,
2026-01-28,NEFF EARLY LEARNING CENTER,Elementary,grease_trap,8200 CARVEL HOUSTON TX,77036,OPEN,0,
2026-01-28,NEFF EARLY LEARNING CENTER,Elementary,inspection,8200 CARVEL HOUSTON TX,77036,OPEN,1,1 Houston Ordinance Violation: 20-21.21(b) (Violation Repeat)
2026-01-27,HOGG JR HIGH SCHOOL,Middle / Jr. High,inspection,1100 MERRILL HOUSTON TX,77009,OPEN,2,1 Houston Ordinance Violation: 20-21.21(a)(02) (Violation) | 2 Houston Ordinance Violation: 20-21.23(a) (Violation)
2026-01-27,HOGG JR HIGH SCHOOL,Middle / Jr. High,inspection,1100 MERRILL HOUSTON TX,77009,OPEN,3,1 Houston Ordinance Violation: 20-21.10(a) (Violation) | 2 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 3 Houston Ordinance Violation: 20-21.20(b)(03) (Violation Repeat)
2026-01-27,HOGG JR HIGH SCHOOL,Middle / Jr. High,grease_trap,1100 MERRILL HOUSTON TX,77009,OPEN,0,
2026-01-27,HENRY MIDDLE SCHOOL,Middle / Jr. High,inspection,10702 E HARDY HOUSTON TX,77093,OPEN,7,1 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 2 Houston Ordinance Violation: 20-21.11(c)(03) (Violation Corrected On Site) | 3 Houston Ordinance Violation: 20-21.20(a)(03) (Violation) | 4 Houston Ordinance Violation: 20-21.21(a)(02) (Violation Corrected On Site) | 5 Houston Ordinance Violation: 20-21.22(a) (Violation) | 6 Houston Ordinance Violation: 20-21.23(g) (Violation Repeat) | 7 Houston Ordinance Violation: 20-21.23(a) (Violation)
2026-01-27,HENRY MIDDLE SCHOOL,Middle / Jr. High,grease_trap,10702 E HARDY HOUSTON TX,77093,OPEN,0,
2026-01-27,EASTWOOD ACADEMY,Middle / Jr. High,inspection,1315 DUMBLE ST HOUSTON TX,77023,OPEN,1,1 Houston Ordinance Violation: 20-21.21(b) (Violation Repeat)
2026-01-27,EASTWOOD ACADEMY,Middle / Jr. High,inspection,1315 DUMBLE ST HOUSTON TX,77023,OPEN,3,1 Houston Ordinance Violation: 20-21.10(m) (Violation) | 2 Houston Ordinance Violation: 20-21.21(b) (Violation) | 3 Houston Ordinance Violation: 20-21.23(a) (Violation)
2026-01-27,EASTWOOD ACADEMY,Middle / Jr. High,grease_trap,1315 DUMBLE ST HOUSTON TX,77023,OPEN,0,
2026-01-27,BUSH ELEMENTARY,Elementary,inspection,9730 STROUD HOUSTON TX,77036,OPEN,0,
2026-01-27,BUSH ELEMENTARY,Elementary,grease_trap,9730 STROUD HOUSTON TX,77036,OPEN,0,
2026-01-27,BUSH ELEMENTARY,Elementary,inspection,9730 STROUD HOUSTON TX,77036,OPEN,0,
2026-01-23,OSBORNE ELEMENTARY,Elementary,inspection,800 RINGOLD ST HOUSTON TX,77088,OPEN,4,1 Houston Ordinance Violation: 20-21.03(a)(03) (Violation Repeat) | 2 Houston Ordinance Violation: 20-21.09(d) (Violation Corrected On Site) | 3 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 4 Houston Ordinance Violation: 20-21.12(d) (Violation)
2026-01-23,OSBORNE ELEMENTARY,Elementary,grease_trap,800 RINGOLD ST HOUSTON TX,77088,OPEN,0,
2026-01-23,LOCKHART TURNER ELEMENTARY,Elementary,inspection,3200 ROSEDALE HOUSTON TX,77004,OPEN,2,1 Houston Ordinance Violation: 20-21.03(a)(02) (Violation) | 2 Houston Ordinance Violation: 20-21.10(a) (Violation)
2026-01-23,LOCKHART TURNER ELEMENTARY,Elementary,inspection,3200 ROSEDALE HOUSTON TX,77004,OPEN,1,1 Houston Ordinance Violation: 20-21.23(a) (Violation)
2026-01-23,LOCKHART TURNER ELEMENTARY,Elementary,grease_trap,3200 ROSEDALE HOUSTON TX,77004,OPEN,0,
2026-01-21,NEFF ELEMENTARY SCHOOL,Elementary,inspection,8301 NEFF HOUSTON TX,77036,OPEN,0,
2026-01-21,NEFF ELEMENTARY SCHOOL,Elementary,grease_trap,8301 NEFF HOUSTON TX,77036,OPEN,0,
2026-01-21,NEFF ELEMENTARY SCHOOL,Elementary,inspection,8301 NEFF HOUSTON TX,77036,OPEN,1,1 Houston Ordinance Violation: 20-21.23(b) (Violation Repeat)
2026-01-20,ST. FRANCIS EPISCOPAL DAY SCHOOL/LIFE CENTER,High School,inspection,2300 S PINEY POINT RD HOUSTON TX,77063,OPEN,0,
2026-01-20,ST. FRANCIS EPISCOPAL DAY SCHOOL/LIFE CENTER,High School,inspection,2300 S PINEY POINT RD HOUSTON TX,77063,OPEN,2,1 Houston Ordinance Violation: 20-21.25(a) (Violation) | 2 Houston Ordinance Violation: 20-36(a) (Violation)
2026-01-20,HARRIS ACADEMY,Elementary,inspection,3130 HOLDER FOREST DR HOUSTON TX,77088,OPEN,3,1 Houston Ordinance Violation: 20-21.05(a) (Violation Corrected On Site Repeat) | 2 Houston Ordinance Violation: 20-21.10(m) (Violation) | 3 Houston Ordinance Violation: 20-21.11(a)(07) (Violation)
2026-01-20,HARRIS ACADEMY,Elementary,grease_trap,3130 HOLDER FOREST DR HOUSTON TX,77088,OPEN,0,
2026-01-16,YES PREP NORTHWEST SECONDARY,Middle / Jr. High,inspection,14741 YORKTOWN PLAZA DR HOUSTON TX,77040,OPEN,0,
2026-01-16,MATA INTERMEDIATE SCHOOL,Middle / Jr. High,grease_trap,9225 S DAIRY ASHFORD HOUSTON TX,77099,OPEN,0,
2026-01-16,MATA INTERMEDIATE SCHOOL,Middle / Jr. High,inspection,9225 S DAIRY ASHFORD HOUSTON TX,77099,OPEN,0,
2026-01-16,MATA INTERMEDIATE SCHOOL,Middle / Jr. High,inspection,9225 S DAIRY ASHFORD HOUSTON TX,77099,OPEN,0,
2026-01-16,FRANCIS ELEMENTARY,Elementary,inspection,6525 GREENS RD HUMBLE TX,77396,OPEN,7,1 Houston Ordinance Violation: 20-21.03(c)(02) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 20-21.11(c)(03) (Violation Corrected On Site) | 3 Houston Ordinance Violation: 20-21.11(a)(07) (Violation Repeat) | 4 Houston Ordinance Violation: 20-21.13(i) (Violation) | 5 Houston Ordinance Violation: 20-21.20(a)(05) (Violation) | 6 Houston Ordinance Violation: 20-21.20(a)(03) (Violation Repeat) | 7 Houston Ordinance Violation: 20-21.21(b) (Violation)
2026-01-16,FRANCIS ELEMENTARY,Elementary,grease_trap,6525 GREENS RD HUMBLE TX,77396,OPEN,0,
2026-01-16,EISENHOWER HIGH SCHOOL,High School,inspection,7922 ANTOINE HOUSTON TX,77088,OPEN,2,1 Houston Ordinance Violation: 20-21.20(a)(03) (Violation) | 2 Houston Ordinance Violation: 20-21.20(b)(03) (Violation)
2026-01-16,EISENHOWER HIGH SCHOOL,High School,grease_trap,7922 ANTOINE HOUSTON TX,77088,OPEN,0,
2026-01-16,ALEXANDER ELEMENTARY SCHOOL,Elementary,grease_trap,8500 BROOKWULF HOUSTON TX,77099,OPEN,0,
2026-01-16,ALEXANDER ELEMENTARY SCHOOL,Elementary,inspection,8500 BROOKWULF HOUSTON TX,77099,OPEN,0,
2026-01-16,ALEXANDER ELEMENTARY SCHOOL,Elementary,inspection,8500 BROOKWULF HOUSTON TX,77099,OPEN,0,
2026-01-15,WHITE ELEMENTARY SCHOOL,Elementary,inspection,9001 TRIOLA HOUSTON TX,77036,OPEN,0,
2026-01-15,WHITE ELEMENTARY SCHOOL,Elementary,grease_trap,9001 TRIOLA HOUSTON TX,77036,OPEN,0,
2026-01-15,WHITE ELEMENTARY SCHOOL,Elementary,inspection,9001 TRIOLA HOUSTON TX,77036,OPEN,0,
2026-01-15,THE LAWSON ACADEMY,Middle / Jr. High,inspection,5052 SCOTT ST HOUSTON TX,77004,OPEN,4,1 Houston Ordinance Violation: 20-21.03(c)(02) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 20-21.03(b)(10)b (Violation Corrected On Site) | 3 Houston Ordinance Violation: 20-21.03(b)(10)b (Violation Corrected On Site) | 4 Houston Ordinance Violation: 20-21.20(a)(01) (Violation)
2026-01-15,THE LAWSON ACADEMY,Middle / Jr. High,inspection,5052 SCOTT ST HOUSTON TX,77004,OPEN,0,
2026-01-15,SUGAR GROVE ACADEMY,Middle / Jr. High,grease_trap,8405 BONHOMME HOUSTON TX,77074,OPEN,0,
2026-01-15,SUGAR GROVE ACADEMY,Middle / Jr. High,inspection,8405 BONHOMME HOUSTON TX,77074,OPEN,0,
2026-01-15,SUGAR GROVE ACADEMY,Middle / Jr. High,inspection,8405 BONHOMME HOUSTON TX,77074,OPEN,2,1 Houston Ordinance Violation: 20-21.03(b)(10)b (Violation Corrected On Site) | 2 Houston Ordinance Violation: 20-21.25(b)(03) (Violation)
2026-01-14,YELLOWSTONE ACADEMY,Elementary,inspection,3000 TRULLEY ST HOUSTON TX,77004,OPEN,0,
2026-01-13,HIDDEN HOLLOW ELEMENTARY,Elementary,inspection,4104 APPALACHIAN TRL HOUSTON TX,77339,OPEN,1,1 Houston Ordinance Violation: 20-21.11(a)(07) (Violation)
2026-01-13,HIDDEN HOLLOW ELEMENTARY,Elementary,grease_trap,4104 APPALACHIAN TRL HOUSTON TX,77339,OPEN,0,
2026-01-09,WALTRIP HIGH SCHOOL,High School,inspection,1900 W 34TH HOUSTON TX,77018,OPEN,0,
2026-01-08,SOUTHWEST MANGUM ELEMENTARY SCHOOL,Elementary,inspection,4515 MANGUM RD HOUSTON TX,77092,OPEN,3,1 Houston Ordinance Violation: 20-21.10(a) (Violation) | 2 Houston Ordinance Violation: 20-21.19(c) (Violation) | 3 Houston Ordinance Violation: 20-21.28(e) (Violation)
2026-01-08,GOODMAN ELEMENTARY,Elementary,inspection,9325 DEER TRAIL HOUSTON TX,77088,OPEN,2,1 Houston Ordinance Violation: 20-21.10(m) (Violation) | 2 Houston Ordinance Violation: 20-21.11(a)(07) (Violation Repeat)
2026-01-08,GOODMAN ELEMENTARY,Elementary,grease_trap,9325 DEER TRAIL HOUSTON TX,77088,OPEN,0,
2026-01-07,ERMEL ELEMENTARY,Elementary,inspection,7103 WOODSMAN TRAIL HOUSTON TX,77040,OPEN,2,1 Houston Ordinance Violation: 20-21.05(e) (Violation) | 2 Houston Ordinance Violation: 20-21.11(a)(07) (Violation)
2026-01-07,ERMEL ELEMENTARY,Elementary,grease_trap,7103 WOODSMAN TRAIL HOUSTON TX,77040,OPEN,0,
2026-01-07,BEAR BRANCH ELEMENTARY,Elementary,inspection,3500 GARDEN LAKE KINGWOOD TX,77339,OPEN,4,1 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 2 Houston Ordinance Violation: 20-21.21(b) (Violation) | 3 Houston Ordinance Violation: 20-21.23(g) (Violation) | 4 Houston Ordinance Violation: 20-21.28(e) (Violation)
2026-01-07,BEAR BRANCH ELEMENTARY,Elementary,grease_trap,3500 GARDEN LAKE KINGWOOD TX,77339,OPEN,1,1 Houston Ordinance Violation: 47-512(b) (Violation)
2026-01-06,PERSHING MIDDLE SCHOOL,Middle / Jr. High,inspection,3838 BLUEBONNET HOUSTON TX,77025,OPEN,3,1 Houston Ordinance Violation: 20-21.10(m) (Violation) | 2 Houston Ordinance Violation: 20-21.17(a) (Violation) | 3 Houston Ordinance Violation: 20-21.22(f) (Violation)
2026-01-06,PERSHING MIDDLE SCHOOL,Middle / Jr. High,inspection,3838 BLUEBONNET HOUSTON TX,77025,OPEN,6,1 Houston Ordinance Violation: 20-21.17(a) (Violation) | 2 Houston Ordinance Violation: 20-21.21(b) (Violation Repeat) | 3 Houston Ordinance Violation: 20-21.21(a)(04) (Violation Corrected On Site) | 4 Houston Ordinance Violation: 20-21.21(b) (Violation Repeat) | 5 Houston Ordinance Violation: 20-21.28(a)(07) (Violation) | 6 Houston Ordinance Violation: 20-21.28(e) (Violation)
2025-12-30,HARRIS ACADEMY,Elementary,inspection,3130 HOLDER FOREST DR HOUSTON TX,77088,OPEN,0,
2025-12-19,LONG MIDDLE SCHOOL,Middle / Jr. High,inspection,6501 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2025-12-19,HAMILTON JR HIGH,Middle / Jr. High,inspection,139 E 20TH HOUSTON TX,77008,OPEN,0,
2025-12-18,SER-NINOS CHARTER SCHOOL,Elementary,inspection,5815 ALDER DR HOUSTON TX,77081,OPEN,0,
2025-12-18,PERSHING MIDDLE SCHOOL,Middle / Jr. High,inspection,3838 BLUEBONNET HOUSTON TX,77025,CLOSED TEMPORARILY,10,1 Houston Ordinance Violation: 20-19(b) (Violation) | 2 Houston Ordinance Violation: 20-19(d) (Violation) | 3 Houston Ordinance Violation: 20-20(c) (Violation) | 4 Houston Ordinance Violation: 20-21.10(a) (Violation) | 5 Houston Ordinance Violation: 20-21.11(a)(07) (Violation) | 6 Houston Ordinance Violation: 20-21.20(a)(03) (Violation) | 7 Houston Ordinance Violation: 20-21.21(a) (Violation) | 8 Houston Ordinance Violation: 20-21.22(f) (Violation) | 9 Houston Ordinance Violation: 20-21.22(a) (Violation) | 10 Houston Ordinance Violation: 20-21.28(a)(01) (Violation)
2025-12-18,PERSHING MIDDLE SCHOOL,Middle / Jr. High,inspection,3838 BLUEBONNET HOUSTON TX,77025,OPEN,3,1 Houston Ordinance Violation: 20-21.21(b) (Violation) | 2 Houston Ordinance Violation: 20-21.21(b) (Violation) | 3 Houston Ordinance Violation: 20-21.21(a) (Violation)
2025-12-18,NORTH FOREST HIGH SCHOOL,High School,inspection,10726 MESA DR HOUSTON TX,77087,OPEN,0,
2025-12-18,NORTH FOREST HIGH SCHOOL,High School,grease_trap,10726 MESA DR HOUSTON TX,77087,OPEN,0,
2025-12-18,NORTH FOREST HIGH SCHOOL,High School,inspection,10726 MESA DR HOUSTON TX,77087,OPEN,0,
2025-12-18,FURR SENIOR HIGH,High School,inspection,520 MERCURY DR HOUSTON TX,77013,OPEN,0,
2025-12-18,FURR SENIOR HIGH,High School,grease_trap,520 MERCURY DR HOUSTON TX,77013,OPEN,1,1 Houston Ordinance Violation: 47-512(b) (Violation)
2025-12-18,FURR SENIOR HIGH,High School,inspection,520 MERCURY DR HOUSTON TX,77013,OPEN,2,1 Houston Ordinance Violation: 20-21.20(a)(03) (Violation) | 2 Houston Ordinance Violation: 20-21.21(d) (Violation Corrected On Site)
2025-12-18,FONWOOD EARLY CHILDHOOD CENTER HISD,Elementary,inspection,9709 MESA HOUSTON TX,77078,OPEN,0,
2025-12-18,FONWOOD EARLY CHILDHOOD CENTER HISD,Elementary,grease_trap,9709 MESA HOUSTON TX,77078,OPEN,0,
2025-12-18,FONWOOD EARLY CHILDHOOD CENTER HISD,Elementary,inspection,9709 MESA HOUSTON TX,77078,OPEN,0,
2025-12-18,BARBARA JORDAN VOCATIONAL HIGH SCHOOL,High School,inspection,5800 EASTEX FWY HOUSTON TX,77026,OPEN,0,
2025-12-18,BARBARA JORDAN VOCATIONAL HIGH SCHOOL,High School,inspection,5800 EASTEX FWY HOUSTON TX,77026,OPEN,0,
2025-12-17,WELCH MIDDLE SCHOOL,Middle / Jr. High,grease_trap,11544 S GESSNER HOUSTON TX,77071,OPEN,0,
2025-12-17,WELCH MIDDLE SCHOOL,Middle / Jr. High,inspection,11544 S GESSNER HOUSTON TX,77071,OPEN,0,
